Store,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Day,Weekday,Weekly_Sales
16,0,-1.8458417919920997,-0.9251015300273829,-1.1215708145529775,-0.6041091201845337,2011,1,21,4,755804.37
37,0,1.6540362807174813,0.9486019654406276,-1.0781113103055167,2.934229598538176,2011,7,22,4,365562.67
21,0,0.8212225363825602,0.44095904166848027,-0.745129596647123,-0.13122883639561622,2012,7,13,4,971361.38
0,0,-0.8319344339801841,0.3298440669372374,1.2412408910247066,-0.34714373485617045,2012,2,17,4,1819870.0
9,0,0.192816852994426,0.591291066304867,-1.0972016391730244,0.3970962608251467,2011,3,11,4,1933469.15
22,0,-1.7818626111122038,0.11850774244840372,-0.8891170972070032,-1.908128482245065,2011,12,23,4,2049086.4185999997
39,0,-1.8848799362577995,0.3581674918687313,-0.8849341845010514,-1.99289507201106,2012,1,13,4,780607.52
10,0,1.35257505555458,0.9311721654827857,1.2021166436588124,-0.2266578902831205,2011,5,27,4,1216876.52
30,0,-0.23334955523945944,0.36034621686346135,1.0903764306044124,-0.03633290571418757,2011,4,1,4,1344890.73
6,1,-1.7927065400748978,0.14247371739043668,0.6147334134348661,0.27394480022171963,2011,11,25,4,949075.87
10,0,0.1423925833178976,0.21872909220599557,1.166015594584101,-0.2389197240228555,2011,3,11,4,1314557.31
39,0,0.5110861680495036,0.9006700155565617,-0.8495937763538735,-2.048873008648982,2012,8,10,4,1007906.43
16,0,0.3457162513684159,-1.1081144295847236,-1.1562267754594397,-0.6942069420112832,2010,8,20,4,783929.7
24,0,-2.0453700849056746,-0.4741054561182225,0.8400561513074051,-0.27463897882991023,2010,12,24,4,1295391.19
25,0,-0.1531044809155215,0.7067634910255699,-0.8499556461803222,-0.2719733627995331,2012,6,15,4,1029248.22
11,0,1.1443716194708495,-0.914207905053732,-1.1533455157028,3.29515400905125,2010,9,24,4,851919.34
40,0,-1.804092665485727,-0.36516920638171063,0.6448736971112058,-0.7517842482674307,2012,3,2,4,1239813.26
28,0,0.5067485964644259,0.9573168654195486,-0.8503552736186571,0.6082130504310223,2012,6,1,4,576252.35
7,0,0.9123115396691918,-1.6026850033884892,1.0897505446345457,-0.8978600067321019,2010,7,16,4,848630.57
22,0,0.1700446021727679,1.0727892901402514,-0.9227383816425765,-1.7156710048518304,2011,6,24,4,1434036.18
21,0,-1.1686384282718418,0.18822694227977163,-0.79048096078903,-0.15628562708116184,2011,12,16,4,1453153.33
2,0,1.403541521679243,0.1272226424273247,1.3692563119020138,-0.8877306658166689,2012,8,3,4,419990.29
11,0,1.6469877268917303,0.7459805409307149,-1.0768202891516236,2.934229598538176,2011,8,12,4,955913.68
22,0,-2.6976324120117363,-0.2518755066557378,-0.9776074667692584,-1.5381409772287082,2011,1,28,4,1083657.61
32,0,1.9397738088844756,0.9464232404458977,-1.0790838807267298,0.23609305259036342,2011,7,8,4,308437.7497
3,1,1.1617219058111607,0.763410340888557,-1.0328353572039195,-2.0909897419289414,2012,9,7,4,2049086.4185999997
3,0,-1.5758279608210122,-0.7987354803330291,-1.1251168232525104,-0.793900981547391,2011,1,14,4,1865502.46
34,0,0.20799835354219806,-1.421850828825879,-0.8879629477138323,0.45947167593597393,2010,9,17,4,831443.61
32,0,-0.23497614458386365,0.6893336910677279,-1.048541568310269,-0.21119731730693272,2012,1,27,4,308437.7497
8,0,0.4406006297919909,0.24923124213221853,1.1847021007230634,-0.8440145629184822,2011,3,25,4,497488.4
22,0,-1.1409864094169715,1.2209425897819082,-0.9458154432127982,-1.7156710048518304,2011,4,22,4,1447301.24
0,0,0.46066189837297483,0.3211291669583164,1.3179426043634186,-0.7603142195646378,2012,10,26,4,1493659.74
32,0,1.5802975637711603,2.068466612731973,-1.028622935167135,-0.3215538209645492,2012,5,18,4,308437.7497
38,0,1.3157056970814198,0.36034621686346135,1.0762410571070171,0.09481540298037096,2011,7,1,4,1429829.36
18,0,-2.1136868373706488,0.018286392690812833,-0.9815436501635895,-0.12163261868625838,2011,1,14,4,1181204.53
17,0,-1.8713250250544318,-0.16908395685598793,-0.9677945228820926,0.603414941576343,2011,2,25,4,1005983.31
4,0,0.9686999702752024,-1.6005062783937591,1.0309981987720411,-0.8013647064324468,2010,9,24,4,308437.7497
8,0,-0.864466220868267,-0.7464460804595031,1.1124000652213364,-0.8440145629184822,2011,1,21,4,454021.69
9,0,1.4263137725009012,1.1490446649558104,-1.0340345749388582,-0.4420396655375991,2012,8,31,4,1650285.54
19,0,-0.7300015017308575,1.397419314355058,1.1317033679582205,-0.3764655111903196,2012,10,12,4,2049086.4185999997
32,0,-0.10376460413526267,0.6936911410571889,-1.0611894890855842,0.005783827565772218,2011,11,11,4,308437.7497
16,0,0.0946792958820426,-1.2126932293317754,-1.1543170468304365,-0.6942069420112832,2010,7,9,4,836915.92
3,0,0.704108103585462,0.8984912905618317,-1.0803581003913036,-1.0945824697739404,2011,5,27,4,1986597.95
10,0,0.6471774765313164,-1.380455053926004,1.1079021017211057,-0.2319891223438748,2010,10,22,4,1169831.38
33,0,-0.28865359294920007,1.1011127150717444,-1.0281398618564823,0.8401216450738389,2012,4,20,4,977628.78
27,0,-0.46866281372992524,-0.26712658161884884,-1.1331810019621145,3.3660593954592843,2010,12,24,4,2026026.39
20,0,-0.062015477628889495,-0.15383288189287692,1.064682239768673,0.01538004527513054,2011,3,4,4,796277.72
19,1,-1.7249319840580586,-0.3913139063184737,0.8401972716205994,-0.27463897882991023,2010,12,31,4,1799737.79
5,0,-0.2230478227249,-1.3913486788996552,1.045819010523587,-0.39459170019688455,2010,3,19,4,1693058.91
10,0,-0.1102709615128791,-1.2802337041684133,1.1086405820635883,-0.2319891223438748,2010,11,19,4,1292346.57
7,0,0.9556872555199696,-1.635365878309443,1.093280242269357,-0.8978600067321019,2010,7,23,4,785515.88
44,0,-0.5760177104605989,1.295019239602736,0.4836235124487132,0.2264968348810051,2012,3,30,4,777254.06
9,0,0.1624538518988819,-0.5939353308283863,-1.1428394875116705,0.8129323615639912,2010,4,2,4,2049086.4185999997
20,0,1.0820190279353579,0.3647036668529213,1.1210151864155535,-0.07844963899414736,2011,9,16,4,653525.84
42,0,-0.30925705797831937,-1.2802337041684133,0.819256443693741,1.1786548809317454,2010,11,19,4,589467.35
12,0,0.039375258172301954,0.8135210157673528,-1.0810351683935158,-0.4297778317978641,2011,6,10,4,1997816.98
21,0,0.42650352214048803,1.0727892901402514,-0.8231790120261095,0.13479964343602968,2011,6,24,4,1012584.2
40,0,-1.1534569277240698,-0.6701907056439442,0.5168373734735933,-0.40418791790624287,2011,2,18,4,1203399.64
18,0,0.3110156786877941,-1.0318590547691657,-0.9880954864675258,0.05323179290648678,2010,8,27,4,1557888.16
43,0,-1.490703118463862,-0.5198586810075574,-1.1040497961173106,-0.4132510124095251,2011,2,25,4,308437.7497
9,0,0.957313844864373,-0.5198586810075574,-1.153488989037638,0.8129323615639912,2010,5,21,4,1847613.58
0,0,0.016060810902509246,0.591291066304867,1.2519714523675654,-0.34714373485617045,2012,3,2,4,1688420.76
9,0,0.6894687994858242,1.7264067885593246,-1.0819459605618054,0.2638154593062862,2011,4,29,4,1873646.34
40,0,0.455239933891628,-1.4371019037889912,0.45825863283648144,-0.35407433653515114,2010,7,16,4,1179788.38
37,0,0.3657775199493998,0.8026273907937008,-1.0617747536688413,2.60742507321393,2011,10,28,4,378539.17
35,0,1.337393555006808,0.3124142669793954,1.0762410571070171,0.09481540298037096,2011,7,1,4,354270.77
15,0,-0.38462236426904467,1.1141850650401264,0.6599073861718453,-0.9756959948191168,2012,5,11,4,479855.0
6,0,-0.11515072954609172,0.5193931414787692,0.5467004732331257,0.33205522968394285,2011,7,1,4,704344.21
2,0,-0.5380639590911688,-0.7464460804595031,1.1065918676118667,-0.2389197240228555,2011,1,21,4,350876.7
39,0,-2.4953931368574875,-0.27584148159776983,-0.9795755584664242,-1.5381409772287082,2011,1,21,4,764014.75
23,0,-1.5584776744807014,0.8244146407410038,-0.8796782888433434,0.3517807883087346,2012,1,27,4,1057290.41
29,0,0.3907185565635971,1.0597169401718705,1.2558104707061506,-0.5022825878241238,2012,3,30,4,449603.91
26,0,-1.2700291640730332,1.1228999650190474,-0.7715765866989557,0.005250704359697071,2012,2,17,4,1606221.56
38,1,1.0023161500595548,0.4082781667475263,1.093599684015472,0.09481540298037096,2011,9,9,4,1429345.86
16,0,-1.4196753837582148,0.10543539248002272,-1.0943380296197738,-0.6041091201845337,2011,3,18,4,778436.81
24,0,0.0019637032510067807,0.623971941225821,0.971433097380604,-0.38659485210575306,2011,9,30,4,639160.24
27,0,1.1812409779440105,-0.7203013805227401,-1.1544779797891571,3.29515400905125,2010,9,17,4,1159812.35
23,0,-0.03978542325536639,1.1163637900348564,-0.8502634676586428,0.5245127070771778,2012,6,8,4,1406313.13
36,0,0.8949612533288813,0.8505593406777667,1.239430251033938,-0.5385349658372541,2012,5,4,4,535311.64
5,0,0.2974607674844263,-1.2824124291631434,1.030461615818,-0.48362327561148377,2010,4,9,4,1667181.82
5,0,-0.7842211465443291,-0.7464460804595031,1.0611866101264973,-0.6083741058331372,2011,1,21,4,1261253.18
2,0,-0.8107887725029301,-1.713799978119732,1.0887549903248124,-0.33648127073466133,2010,2,5,4,461622.22
23,1,-1.47552161791609,0.45185266664213125,-0.887722792124666,0.24249053106326898,2011,12,30,4,1363973.16
30,0,-0.6475876416143812,-0.40656498128158464,1.1887241236683164,-0.29756327669115434,2011,12,2,4,1388809.43
2,0,1.1676860667406426,-1.5024636536308982,1.0918408791094918,-0.3482099812683212,2010,7,2,4,381151.72
23,0,-1.3519008277413753,0.9856402903510416,-0.9531550894587568,0.1134747151930115,2011,4,1,4,1163803.3
40,0,-0.7495205738637073,1.1817255398767632,0.6658222142858985,-0.7741754229225997,2012,4,13,4,1323004.73
34,0,0.7773046240836482,1.1076488900559354,-0.7413020791465084,0.44774296540231406,2012,8,31,4,931278.97
21,0,0.7881485530463426,1.0204998902667255,-0.8100330714246896,0.012714429244752912,2011,7,15,4,961953.57
28,0,-1.1296002840061425,0.11850774244840372,-0.8891170972070032,0.7239007861493925,2011,12,23,4,1016637.39
40,0,-1.79867070100438,-0.6135438557809583,0.6391949715954753,-0.7517842482674307,2012,1,13,4,1134767.28
18,0,0.6910953888302284,1.0030700903088836,-0.8488363778190153,0.10334537427757803,2012,8,3,4,1342123.78
13,1,-1.646313499078525,-0.2605904066346588,0.3080582810119366,0.29313723564043537,2011,2,11,4,1980405.03
31,0,0.2383613546377422,0.658831541141505,0.5442918099963839,0.3176609031199063,2011,6,24,4,1163869.52
42,0,0.9361681833871198,-1.646259503283094,0.8135212710691571,1.1786548809317454,2010,10,1,4,657108.77
40,0,-1.9016880261499753,-0.40438625628685465,0.6249227925049199,-0.6611533032346056,2011,12,23,4,2049086.4185999997
0,0,1.395950771405357,0.606542141267979,1.1033197978954064,-0.16908058402697246,2011,6,17,4,1532114.86
35,0,0.9486387016942177,0.7263720159781428,1.2624425333592681,-0.7336580592608658,2012,9,14,4,308437.7497
4,0,0.5696433844480526,0.5629676413733741,1.3263330094495798,-1.373939029757472,2012,10,5,4,343048.29
2,1,1.3189588757702275,0.8091635657778918,1.3820224224642645,-0.8877306658166689,2012,9,7,4,408229.73
7,0,0.9827970779267052,-1.5721828534622662,1.099111436472646,-0.9111880868839881,2010,6,18,4,869922.56
12,0,0.22426424698623934,1.0531807651876794,-1.0279026945539829,-1.0844531288585069,2012,4,27,4,1970121.65
16,0,-0.45619229542282697,-0.9207440800379229,-1.1461975136678175,-0.7272605807879607,2010,4,23,4,977790.83
18,0,-2.018260262498939,0.7546954409096359,-0.8823062354016675,-0.029935427241282498,2012,1,20,4,1237104.73
5,0,1.098827117827534,-1.561289228488615,1.0431372112787618,-0.5470649371344612,2010,7,9,4,1690317.99
18,0,-1.6110707299497686,1.1228999650190474,-0.872093946133836,-0.029935427241282498,2012,2,17,4,1424720.27
32,0,0.6780826740749956,1.9508154630165393,-1.0283770266179226,-0.3215538209645492,2012,4,13,4,312698.67
41,0,1.513065204202455,0.9464232404458977,-1.0790838807267298,0.13746525946640636,2011,7,8,4,593234.27
28,0,-2.171701857321063,-0.2518755066557378,-0.9776074667692584,1.2031785484112154,2011,1,28,4,410426.97
27,0,-0.4849287071739669,0.687154966072998,-1.1006257176451675,3.2103874192852553,2011,3,4,4,1723736.91
41,0,-0.20678192928085834,0.4017419917633363,-1.0476464595648594,-0.24211846325930828,2012,2,3,4,588448.21
42,0,1.3590814129321969,0.2034780172428836,1.0568748478865293,0.8401216450738389,2012,6,8,4,643032.51
26,0,-0.18238308911479642,1.515070464070492,-0.7610846131111879,0.005250704359697071,2012,3,23,4,1620839.34
10,0,1.3178744828739581,0.07493324255379877,1.364195696712272,-0.711800007811773,2012,6,15,4,1417875.42
8,0,0.9215288792874821,1.1773680898873033,1.2203641587975753,-0.8632069983371984,2011,5,13,4,539126.0
28,0,0.7951971068720937,1.1860829898662242,-0.9026953737722458,0.9936611284235664,2011,8,5,4,503486.37
7,1,-0.5993321577303916,-0.26712658161884884,1.279951362329681,-1.0002196622985868,2011,11,25,4,1235163.86
29,0,0.49482027460546235,-0.18433503181909988,1.154312940539326,-0.29756327669115434,2011,10,14,4,410711.99
16,0,0.7339289082328712,0.38866964179495433,-1.038246996975643,-1.0999137018346947,2012,7,27,4,907493.24
23,0,-0.6513830167513243,1.8048408883696145,-0.8566013644903672,0.5245127070771778,2012,4,13,4,1285783.87
20,0,1.606865189729761,-1.593970103409569,1.0058128501373327,0.05323179290648678,2010,8,6,4,739279.19
29,0,0.046966008446187986,0.5281080414576902,1.3070459034297133,-0.9751628716130413,2012,10,12,4,434593.26
6,0,-0.5456547093650548,0.9703892153879297,0.6609350848917253,0.048433684051807625,2012,5,25,4,532739.77
19,0,0.1250422969775867,1.314627764555309,0.9417221080191577,-0.3796642504267724,2011,4,29,4,1881788.19
31,0,-0.17370794594464078,1.0422871402140286,0.6600891431180089,0.048433684051807625,2012,5,18,4,1177539.71
37,0,0.6043439571286744,1.4649597891916948,-1.0806966331218801,3.0584473055537544,2011,6,3,4,396826.06
38,0,1.147624798159658,-1.69201272817243,0.9837474404925194,0.19237694969217678,2010,9,17,4,1252915.43
43,0,-1.0038107080388887,-1.1255442295425655,-1.1428394875116705,-0.014474854265094246,2010,4,2,4,308437.7497
12,0,0.9844236672711087,-1.1865485293950124,-1.1546372204018573,-0.025670441592678957,2010,7,2,4,2018314.71
39,0,0.40318907487069494,1.1860829898662242,-0.9026953737722458,-1.8206962764486927,2011,8,5,4,1063818.2
2,0,0.4774699882651511,0.28191211705317243,1.1725754504736834,-0.2389197240228555,2011,3,18,4,392109.51
30,0,0.46337288061364823,0.9921764653352325,1.2623330467031428,-0.5907810400326474,2012,4,27,4,1311352.25
35,0,0.914480325461731,-1.2061570543475846,0.9539175701757927,0.2478217631240233,2010,5,14,4,476733.74
6,1,-2.7339595740367617,-0.7006928555701681,0.5152988886417129,0.4365473780747293,2011,2,11,4,559903.13
7,0,-0.3130524331152624,-1.3739188789418133,1.1128243892226923,-0.8349514684152,2010,11,12,4,911538.98
0,1,-0.6633113386102879,-0.9054930050748109,1.0120162689869403,-0.08591336387920367,2010,12,31,4,1367320.01
19,0,-0.08099235331360458,-1.0688973796795798,0.8496128394486697,-0.27463897882991023,2010,10,15,4,1950676.39
38,0,1.0657531344913158,-0.103722207014081,1.2460464498489097,-0.7336580592608658,2012,7,20,4,1582168.27
9,0,0.827728893760177,1.2165851397924472,-1.083078427189223,0.2638154593062862,2011,4,22,4,2004831.14
3,0,0.09142611719323458,-1.1190080545583747,-1.1528750358859572,-0.054992217926828124,2010,5,14,4,1875597.28
25,0,0.32999255437250885,0.5477165664102621,-0.84732157820824,-0.31675571210987,2012,7,20,4,1049625.9
7,0,-0.5857772465270238,0.36034621686346135,1.1861728027770264,-0.9074562244414602,2011,4,1,4,878762.3
10,0,1.2159415506246323,-1.5024636536308982,1.0918408791094918,-0.3482099812683212,2010,7,2,4,1302600.14
25,0,-1.2553898599733961,-0.8662759551696669,-0.9808510054630212,0.07988795321025832,2010,11,12,4,971193.01
37,0,1.840551858875823,0.8309508157251948,-1.0747448147960872,2.934229598538176,2011,8,26,4,365672.55
36,0,1.227869872483596,0.637044291194202,1.0823123967352335,0.09481540298037096,2011,7,22,4,505543.53
39,1,-2.27255039667412,0.09454176750637173,-0.887722792124666,-1.908128482245065,2011,12,30,4,908853.15
27,0,1.5851773318043727,0.7546954409096359,-1.0790838807267298,2.934229598538176,2011,7,8,4,1459655.85
23,0,0.6141034931950988,-0.7682333304068061,-0.9964400000084497,0.11294159198693636,2010,6,4,4,1566668.91
11,0,0.8510433410299693,1.2187638647871781,-1.0710007685783904,2.934229598538176,2011,9,16,4,889290.23
18,0,-1.405578276106712,0.13375881741151568,-0.9708946161926789,-0.12163261868625838,2011,2,18,4,1457270.16
28,1,0.4302988972774307,-1.3978848538838462,-0.9864888808967353,1.2847463989407584,2010,9,10,4,491290.37
7,0,-0.543485923572516,-0.6832630556123261,1.1448147679298286,-0.9261155366541007,2011,2,18,4,1065108.64
5,0,0.9958097926819381,0.5695038163575651,1.3266270888749307,-1.242790721062913,2012,8,24,4,1501095.49
22,0,0.3484272336090893,1.0052488153036137,-0.8994149490502066,-1.8206962764486927,2011,8,19,4,1453416.53
26,0,0.9638202022419898,1.0989339900770143,-0.7472706430582982,0.127869041757049,2012,8,10,4,1720537.26
9,0,-0.03327906587774996,-0.824880180269792,-1.1427993235158778,0.9414150542281735,2010,3,26,4,1893532.46
10,0,-0.42799808011982166,0.3298440669372374,1.3299558216903524,-0.6217021859850229,2012,2,17,4,1569607.94
33,0,-0.5098697437881639,-1.2758762541789523,-1.1428796540485233,0.8497178627831972,2010,4,9,4,950684.2
35,0,0.5094595787050994,1.1534021149452702,1.2380820966849666,-0.5385349658372541,2012,4,27,4,308437.7497
42,0,-0.7240373408013757,-1.713799978119732,0.8000751397928684,0.8113329919457658,2010,2,5,4,647029.28
32,0,0.6385023333611611,-0.5438246559495904,-1.1438910772785227,0.9861974035385105,2010,4,16,4,308437.7497
32,0,0.2134203180235449,-0.6636545306597542,-1.1427591569790247,1.1280081763545782,2010,3,19,4,308437.7497
12,0,-0.32552295142236104,0.4801760915736252,-1.0620673846899398,-0.8568095198642929,2011,10,21,4,1973544.27
7,0,-0.4209495262940706,0.9333508904775156,1.3534079538941937,-1.1590903777090686,2012,3,23,4,874223.25
10,0,1.4675207025591397,0.46274629161578323,1.371600012937538,-0.8877306658166689,2012,8,17,4,1421307.2
5,0,0.5251832757010056,0.5738612663470252,1.1446469334519012,-0.6099734754513632,2011,4,8,4,1534594.0
42,0,1.301608589429917,0.4714611915947042,0.9050157098222329,1.4084309827502606,2011,7,15,4,631827.38
